CATÁLOGO DE VÁLVULAS 3B 2024,,,,,,,,,,,,,,,,,,,,
"Motor 
Engine","Aplicación 
Application","Cil 
Cyl","D
G","Nº 3B 
3B P/N","Sup Vast.   
Stem Over Size.","Ø Vástago     
Stem","Ø Cabeza      
Head","Largo Total 
Length",º,TIPO CHAV,CAB,#OE,#OE,#OE,#OE,#OE,#OE,#MORESA,#EDIVAL,
,,4,G,3489-ECBS *,STD.,5.94,29.9,103.9,45º,4,C,,,,,,,,,
,,,G,3583-ECBS *,STD.,5.94,29.9,103.9,45º,4,C,,,,,,,,,
"1.9 Lts TDI 
1Z / AFN / KAT /AHU",Toledo /  Alhambra / Cordoba / Ibiza,4,D,3482-AB,STD.,7.964,35.95,96.85,45º,4,C,028109601H,028109601A,028109601H,046109601G,046109601J,049109601J,,21927 A,
,,,,3483-EB,STD.,7.935,31.4,96.85,45º,4,C,046109611C,046109611E,046109611F,,,,,21927 E,
,ALHAMBRA / ALTEA / EXEO / ,4,D,4104-A,STD,5.975,28.1,99.3,45º,4,A,03L109601,,,,,,V-7191,1292 A,
,LEON / TOLEDO / ,,D,4105-EB,STD,5.965,26,99.1,45º,4,A,03L109611,,,,,,S-7192,21292 E,
"AUY, ARL, BHC
1,9 lts. TDI","Alhambra, Córdoba, Ibiza, León, Toledo",4,D,4082-A,STD.,6.98,35.85,89.85,45º,4,A,038109601B,,,,,,V-7093,1196 A,
"1,4 lts. TDI","Arosa, Ibiza",,,4083-EX,STD.,6.963,31.5,89.65,45º,4,A,038109611B,038109611F,,,,,S-7094,21296 E,
"L4 1.8lt / 2.0lt 16v  /
 L5 2.5lt. 20v",Alhambra / Altea / Exeo / Leon / Toledo,4 / 6,G,4408-AX,STD,5.975,33.9,104,45º,4,C,06D109611M,,,,,,,,
,,,,4221-ECB,STD,5.96,28,101.85,45º,4,A,06E109611D,06D109611K,06D109611L,06D109611T,,,S-9784,21716 E,
"2.0Lts TDI 16v
AZV, BKD",Altea / Leon / Toledo,4,D,4466-AC,STD,5.973,29,87.8,45º,4,A,03G 109 601 B,,,,,,,1715 A,
,,,,4467-ECB,STD,5.953,25.5,87.6,45º,4,A,03G 109 611 D,,,,,,,21715 E,
,* NOTE:  Different keeper groove position. NOTA: Diferente posición de ranura,,,,,,,,,,,,,,,,,,,
,SIMCA,,,,,,,,,,,,,,,,,,,
1.0 Lts. -  1.1 Lts.  1975-81,Simca - 1307S / 1308S / 1501LS / 1309SX,4,G,427-AC,STD.,7.98,35.8,106.9,45º,2,C,SL-12297020,,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,1427-EC,STD.,7.955,28.85,107.7,45º,2,A,SL-12298010,,,,,,,,
,SKODA,,,,,,,,,,,,,,,,,,,
Audi 135 VW - 1.3Lts. - 1998,Forman - Felicia,4,G,3878-A,STD.,7.975,34,101.5,45º,2,A,047 109 601,,,,,,,,
,,,,3879-E,STD.,7.968,30.1,101.5,45º,2,A,047 109 611,,,,,,,,
1.4TSI,Octavia,4,G,4526-A,STD,4.97,28.5,110.25,45º,4,A,04E109601B  ,,,,,,,,
,,,,4527-ECB,STD,4.965,25,110.1,60º,4,A,04E 109 611 J ,,,,,,S-7190,,
1.8 Lts. - AEB -  20V  -  1998~,Octavia  ,4,G,3488-AS,STD.,5.963,26.9,105.09,45º,4,C,085109601C,,,,,,V-7015,1707 A,
,,,G,3489-ECBS *,STD.,5.94,29.9,103.9,45º,4,C,,,,,,,,,
,,,G,3583-ECBS *,STD.,5.94,29.9,103.9,45º,4,C,,,,,,,,,
"L4 1.8lt / 2.0lt 16v  /
 L5 2.5lt. 20v",Octavia / Superb / Yeti,4 / 6,G,4408-AX,STD,5.975,33.9,104,45º,4,C,06D109611M,,,,,,,,
,,,,4221-ECB,STD,5.96,28,101.85,45º,4,A,06E109611D,06D109611K,06D109611L,06D109611T,,,S-9784,21716 E,
2.0 Lts. TDI 16v,OCTAVIA / SUPERB / YETI / ,4,D,4104-A,STD.,5.975,28.1,99.3,45º,4,A,03L109601,,,,,,V-7191,1292 A,
,,,D,4105-EB,STD.,5.965,26,99.1,45º,4,A,03L109611,,,,,,S-7192,21292 E,
V6 3.2lt. 24v. - BRK / BUB / CBRA / BFH / BHK / BKJ / BKK / BKL ,Superb,6,G,4404-A,STD,5.98,33.2,102.3,45º,4,C,331127,,,,,,,,
,,,,4406-A,STD,5.98,33.2,136.2,45º,4,C,022109601G,,,,,,,,
V6 3.6lt. 24V. - BWS / BLV / CDVA ,,,,4405-EX,STD,5.96,30.2,102.3,45º,4,C,03H109611D,,,,,,,,
,,,,4407-EX,STD,5.96,30.2,136,45º,4,C,022109601H,,,,,,,,
,* NOTE: Different keeper groove position. NOTA: Diferente posición de ranura,,,,,,,,,,,,,,,,,,,
,SSANGYONG,,,,,,,,,,,,,,,,,,,
"Motor OM602 
2,9 Lts 10V",SSANGYONG MUSSO ,5,D,4142-A,STD.,7.96,37.93,106,45º,2,E,6010531501,6010531701,6010531201,,,,,,
,,,Esc,4143-EN,STD.,8.95,35,106.5,45º,2,E,601052527,6010501227,6010502127,6010502525,,,,,
,SUBARU,,,,,,,,,,,,,,,,,,,
"EK-23  -  1977   -  600cc                   
 EF10  -  1.0 Lts.        ","Rex, Samba, Domingo",2,G,454-AC,STD.,6.957,35,110,45º,9,C,41555-5400,,,,,,,5351 A,
,,,G,1454-ECP,STD.,6.94,29.97,110.5,45º,9,A,41556-5400,,,,,,,25351 E,
EJ251 / EJ252 / EJ253 /  EJ259 - H4 2.2Lts  - 2.5 Lts. - 16V. - Año 1999 al 2005,"Forester / Impreza / Legacy / Outback/ Baja
",4,G,3984-AN,STD.,5.954,36,120.6,45º,2,E,13201AA361,13201AA362,,,,,,,
,,,,3985-EBN,STD.,5.951,31.47,121.69,45º,2,E,13202AA371,,,,,,,,
"EA71, EA81 EONE  
1.6 Lts. - 1.8 Lts.  -  1975~","Brat, 1600DL, FE, GF, GL, Coupe, Station Wagon, 4WD",4,G,3237-AC,STD.,7.954,39.6,108.9,45º,2,C,31555-4310,,,,,,,,
,,,,4064-AC,STD.,7.958,41.4,109.4,45º,2,C,13201-AA001,,,,,,,,
,,,G,23237-EP,STD.,7.95,34.6,109.4,45º,2,C,41556-7020,,,,,,,,
H4 2.5lt. 16v. EJ25 Turbo, Impresa / Legacy / Outback / Forester ,4,G,4432-AN,STD,5.956,36,104.4,45º,2,C,13201AA371,13201AA391,13201AA400,,,,,,
,,,,4433-EN,STD,5.95,32,104.65,45º,2,C,,,,,,,,,
"H4, (2.0 LTS.), 16 VALVE, DOHC, DIT, TURBO",CROSSTREK / IMPRESA / FORESTER,4,G,4777-AN,STD.,5.465,34,103.3,45º,2,A,13201AA640 ,,,,,,,,
,,,,4778-EN,STD.,5.45,28,94.15,45º,2,A,13202AA670 ,,,,,,,,
EJ25D 2.5Lts 16v,Forester/ Legacy/ Impreza,4,G,4276-AN,STD,5.96,36,105.89,45º,2,C,13201AA340, , ,,,,,,
,,,,4277-EN,STD,5.95,32,106.2,45º,2,C,13202AA350, , ,,,,,,
,SUZUKI,,,,,,,,,,,,,,,,,,,
 1.0 Lts.  8V SOHC,Fun,4,G,4004-AC,STD.,5.963,33,104.7,45º,4,C,24579671,,,,,,,1502 A,
,,,,4005-ECB,STD.,5.944,29,104.7,45º,4,C,93385791,,,,,,,,
1.0 Lts.,Alto,4,G,3880-AN,STD.,5.472,24.6,80.2,45º,2,A,1291173 G 01,,,,,,,,
,,,,3881-EN,STD.,5.445,21.4,81.25,45º,2,A,1291573 G20,,,,,,,,
"L4, (1.1 LTS.), 1061 C.C., 16 VALVE, SOHC, MPFI, F10D, F10DN",ALTO / ZEN STILO / ,4,G,4765-AN,STD.,5.47,26.650000000000002,90.60000000000001,45º,2,C,12911-M84400 ,,,,,,,,
,,,,4766-EN,STD.,5.44,23.5,78.15,45º,2,C,12915-M84400 ,,,,,,,,
"G-13A / H25 / J20 / J18 -  
1.3 Lts. ",Vitara / Baleno / Esteem / Gran Nomade ,4 / 6,G,3930-AN,STD.,5.975,33,86.3,45º,2,C,91177228, ,,,,,,,
,,,,3931-EN,STD.,5.945,28,86,45º,2,C,91175073,,,,,,,,
"1.3 Lts.  -  G13A  -  
1989",Swift,4,G,3150-AB,STD.,5.48,35.05,84.1,45º,2,C,96060053,,,,,,V-7071,,
,,,,3151-EB,STD.,5.45,28,83.9,45º,2,C,1291560B70,1291560B20,,,,,,,
L4 1.3lt. G13A 16v,Suzuki Swift 1.3lt,4,G,4424-AN  ,STD,5.46,29,105.2,45º,2,C,,,,,,,,,
,,,,4425-EN ,STD,5.44,24.1,104.5,45º,2,E,,,,,,,,,
1.3lt TDI 16v.,Igniss II / Splash / Swift III.,4,D,4382-AC,STD,5.985,21.9,109.3,45º,4,A,46518930,,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,4383-EC,STD,5.975,21.9,109.2,45º,4,A,93190438,,,,,,,,
"16V - 1.3 Lts.  -  G13B / G13B   -  1.6 Lts. G16KV / GA16A / SF416
 - 1991~",Swift / Vitara / Sidekick / x90,4,G,3160-AN,STD.,5.455,29.2,92.2,45º,2,E,96068605,,,,,,,,
,,,G,3161-EN,STD.,5.433,25,80.1,45º,2,E,96068606,,,,,,S-9886,,
"Y44 / Y57N - 
1976",Carry / Jimny / LJ80 / LJ120 / SJ30,4,G,460-AN,STD.,6.97,31.58,110,45º,2,C,1291173010,,,,,,,5251 A,
,,,G,1460-EPN,STD.,6.94,27.63,109.54,45º,2,A,,,,,,,,,
"1.6 Lts. -  G16K
1989-95 - G16A / G16KC  
1986",Sidekick / SE416 / Vitara,4,G,3440-AN,STD.,6.973,36.6,115.6,45º,2,E,96057952,,,,,,,,
,,4,G,3441-EB,STD.,6.95,32.6,114.55,45º,2,E,96057953,96067994,,,,,,,
1.9 Lts.  -  XUD9                ,"Vitara Diesel, Peugeot Engine",4,D,3304-A,STD.,7.977,38.5,112.4,45º,2,C,9630597380,,,,,,,21216 A,
,,,D,3303-EC,STD.,7.977,33,111.85,45º,2,A,9613736080,,,,,,,21216 E,
"1RFT 
L4 2.0lt. 16v",Grand Vitara,4,D,4416-A,STD,7.968,39.4,106.6,60º,2,E,D27Z6507A,,,,,,,,
,,,,4417-EN,STD,7.967,35,106.6,45º,2,E,D27Z6505A, ,,,,,,,
DW10BTED4 / HDI / DW12TED4 / TDCI ,Grand Escudo,4,D,4456-AC,STD,5.97,30,105,45º,4,A,0948A3,,,,,,,,
L4 2.0lt. - 16v,,,,4457-ECB,STD,5.97,25,105,45º,4,A,0949A3,,,,,,,,
"J24B -
 L4 2.4lt. 16 v","Suzuki Grand Vitara / 
Kisashi",4,G,4488-AN,STD,5.468,35.55,100.65,45º,2,C,1291178K00,,,,,,,,
,,,,4489-EN,STD,5.441,30.5,98.7,45º,2,C,1291578K00,,,,,,,,
"QR25DE
 L4 16v. 2.5lt.",Equator.,4,G,4002-AN,STD.,5.973,35.6,96.9,45º,2,C,13201JA00A,13201JG30A,,,,,V-7013,,
,,,,4003-EN,STD.,5.953,30.6,98.5,45º,2,C,13202JA00A,13202JA15A,13202JG30A,,,,S-7014,,
"L4 2.0 LTS.  H20 16V. /  
V6  2.7 LTS.  H27 24V",Suzuki Gran Vitara SZ,4 / 6,G,4514-AN,STD,5.97,33,93.6,45º,2,C,1291165J01,1291165J00,,,,,,,
,,,,4515-EN,STD,5.95,28,93.2,45º,2,C,1291565J01,,,,,,,,
F -  3.9 Lts. - 1960-75,"Landcruiser, Industrial",6,G,440-AN,STD.,7.985,46.2,124.6,45º,4,C,1371160021,1371161010,,,,,,,
,,6,G,1440-EN,STD.,7.981,37.5,125.2,45º,4,C,1371560032,1371561010,,,,,,,
VK40DE V6 4.0lt. 24v.,Equator.,6,G,4418-AN,STD,5.97,37.15,96.45,45º,2,C,1291182Z10,132017S000,,,,,S-7058,,
,,,,4419-EN,STD,5.96,31.35,94,45º,2,C,132027S000, ,,,,,S-7057,,
,TOYOTA,,,,,,,,,,,,,,,,,,,
EJ-DE L3  1.0 Lt 12V, Toyota Duet,4,G,4296-AN,STD,4.99,24.5,79.2,45º,2,C,1371197205,,,,,,,,
,,,,4297-EN,STD,4.96,21,78.9,45º,2,C,13715-97203,,,,,,,,
3KC  - 1.2 Lts.  - 1968-79,Corolla,4,G,449-A,STD.,7.975,36.08,99.85,45º,6,C,1371124012,1371124020,1371124011,1371124010,,,,1082-A,
,,4,G,1449-EP,STD.,7.97,28.95,100.1,45º,6,E,1371524012,1371524020,1371524011,1371524010,,,,21082-E,
5-EFE / 4 EFE - 1.3 Lts. / 1.5 Lts. - 16v. - 1995~,Sera / Tercel,4,G,3932-AN,STD.,5.98,28.5,93.5,45º,2,E,1371111012,1371111010,,,,,,,
,,,,3933-EN,STD.,5.97,24.5,94,45º,2,E,1371511030,,,,,,,,
"2NZ - FE / 1NZ - FE - 1,3 - 1,5 Lts. - 16V. 2000~",Yaris,4,G,3966-AN,STD.,4.98,30.5,89.25,45º,2,C,1371121010,,,,,,V-7093,,
,,,,3967-EN,STD.,4.97,25.5,87.9,45º,2,C,1371521010,,,,,,S-7094,,
K3 L4 1.3 Lts 16V,Daihatsu Terios / YRV / Atrai cargo / Toyota Terios,4,G,4294-AN,STD,4.96,26,88.2,45º,2,C,1371123030,1371197401,,,,,,,
,,,,4295-EN,STD,4.96,22.6,89.2,45º,2,C,1371523030,1371597401,,,,,,,
"L4, (1.3 LTS.), 1,329 C.C., 16 VALVE, DOHC, 1NR-FBE, FLEX, EFI, DVVT",ETIOS / YARIS,4,G,4902-AN,STD,5.475,29,103.34,45,2,E,13711-47050,,,,,,,,
,,,,4903-EN,STD,5.465,24.2,104.5,45,2,E,13715-47050,,,,,,,,
3ZZ - FE,Toyota Corolla / Corolla Altis / Corolla RumX / Corolla XLs / Avensis/ Blade,4,G,4234-AN,STD,5.48,31,88.7,45º,2,E,1371122040,,,,,,V-7167,,
 1.4 Lts - 1.6 Lts 16V 01 / 08    ,,,,4235-EN,STD,5.476,26,88.75,45º,2,E,1371522040,,,,,,S-7168,,
"3E, 3EE, 3FE  - 1.5 Lts.  - 1987-94",Tercel,4,G,3294-A,STD.,5.969,30,92.35,45º,2,C,13711-10020,,,,,,,,
,,,G,3438-A,STD.,5.969,23.9,91.85,45º,2,C,13712-11020,,,,,,,,
1E / 2E / 3E/ 3EE / 3FE ,Tercel,4,G,3439-EB,STD.,5.955,30.9,92.4,45º,2,A,1371510030,,,,,,,,
1.5 Lts.  -  12V   -  1987-94,,,G,3676-A,STD.,5.971,21,98.5,45º,2,E,1371110020,,,,,,,,
"2NR-FE 
1.5 Lts. 16v. ",Etios,4,G,4500-AN,STD,5.48,29,88.3,45º,2,E,1371147020,,,,,,,1326 A,
,,,,4501-EN,STD,5.475,24.4,89.2,45º,2,C,1371547020,,,,,,,21326 E,
12R  - 1.6 Lts.   -  1970~,Hilux / Corona / Mark II,4,G,446-A,STD.,7.959,40,109,45º,25,C,13711-31030,,,,,,,1195-A,
,,,G,1446-ECP,STD.,7.968,34,109,45º,25,A,13715-31030,,,,,,,21195-E,
2TC  -  1.6 Lts.   -  1971-79,Carina / Corolla,4,G,447-A,STD.,7.98,41.06,108.9,45º,6,C,13711-25011,,,,,,,1081 A,Suitable for CNG             --------            Apto GAS
,,4,G,1447-EP,STD.,7.968,36.02,109,45º,6,E,13715-25011,,,,,,,21081 E,
4AF  -  1.6 Lts.  -  1988-89,"Celica, Corolla",4,G,3532-AN,STD.,5.977,30,91.5,45º,2,C,94847343,,,,,,,,Suitable for CNG             --------            Apto GAS
,,4,G,3533-EBN,STD.,5.969,24.5,91.9,45º,2,E,94848344,,,,,,,,
4AC / 4ALC  -  1.6 Lts.  ,"Corolla, SR5, FX",4,G,3226-AN,STD.,6.975,35.85,106.95,45º,6,A,13711-15010,,,,,,,,Suitable for CNG             --------            Apto GAS
        1983-88,,,G,23226-EPN,STD.,6.975,31,106.75,45º,6,C,13715-15010,,,,,,,,
4AG - 1.6 Lts.  - 1985-91,Corolla MR2,4,G,3530-AN,STD.,5.969,30.48,99.5,45º,2,C,94845132,,,,,,,,
,,,G,3531-EBN,STD.,5.971,25.55,99.7,45º,2,A,94845133,,,,,,,,
1.8 Lts 4 Cil. 16V .  96 /00 7A- FE,Corolla,4,G,4232-AN,STD,5.975,31,87.25,45º,2,E,1371115090,94853629,,,,,,,
,,,,4233-EN,STD,5.968,24,88,45º,2,E,1371515070,94853630,,,,,,,
 1.8 Lts / 2.0Lts  - 16v.,Corolla / Axio / Blade/ Vitz / Allion I,4,G,4182-AN,STD.,5.475,32,109.4,45º,2,C,1371137020,,,,,,V-7169,,
,,,,4183-EN,STD.,5.47,27.5,108.2,45º,2,C,1371537030,,,,,,,,
1ZZ FE - 4 Cil. - 1.8 Lts. - 16v. - DOHC - Nafta. ,Corolla,4,G,3974-AN,STD.,5.474,32,88.52,45º,2,E,1371122040, ,,,,,S-7222,1324 A,
,,,,3975-EN,STD.,5.47,27.5,88.6,45º,2,E,1371522030,,,,,,V-7221,21324 E,
16R / 16RS / 18R / 18R  1.8 Lts. - 1973,Celica / Corona / Pickup,4,G,443-AC,STD.,7.955,43,113.1,45º,6,A,13711-36020,,,,,,V-7191,1093 A,
18R / 20R  -  2.2 Lts.                       1975-80,,,G,1443-EC,STD.,7.96,36,113.5,45º,6,E,1371538010,1371538011,,,,,S-9972,21083-E,
20R -  2.2 Lts.  -  1975-80,,,G,3340-A,STD.,7.978,43,115.5,45º,6,E,1371137010,,,,,,,,
18RC   -  2.0 Lts.  - 1972-74,Celica / Corona / MKII / Pickup,4,G,442-AN,STD.,7.96,41,113,45º,6,C,13711-34010,,,,,,,1083-A,
,,4,G,1442-EN,STD.,7.95,35.9,113,45º,6,A,13715-34010,,,,,,,21083-E,
 2.0 Lts 1AZ-FE/ 2AZ- FE,Rav-4/Camry/ Avensis,4,G,4230-AN ,STD,5.48,34,101.6,45º,2,E,,,,,,,,,
,"
Wish MPV / Caldina / Isis / Gaia/ OPA / Allion ",,,4231-EN,STD,5.47,29.4,101.15,45º,2,E,137150H010,,,,,,V-9598X,,
"L4 18RG
 2.0lt. 8v",Celica,4,G,4442-AN,STD,8.47,45,106.8,45º,6,C,1371188222,,,,,,,,
,,,,4443-EN,STD,8.45,38.5,105.4,45º,6,E,1371588222,,,,,,,,
"1DZ - 8v
L4 2.0lt.",Toyota Autoelevador - Forklift,4,D,4444-AN,STD,7.98,38.36,108.5,45º,2,E,1371178200,,,,,,,,
,,,,4445-EN,STD,7.96,32.6,108.35,45º,2,E,1371578200,,,,,,,,
5R / 5RU  -  2.0 Lts. -  1969-78,Dyna,4,G,445-A,STD.,8.465,43.04,109.4,45º,3,C,13711-44013,,,,,,,1094-A,Suitable for CNG             --------            Apto GAS
,,,G,1445-EP,STD.,8.456,37,110,45º,3,C,13715-44022,,,,,,,21094-E,
5R / 5RU  -   2.0 Lts.  -  1978~,Dyna / Corona,4,G,805-A,STD.,8.463,43,109.5,45º,2,C,13711-44013,,,,,,,1094-A,
,,4,G,1805-EP,STD.,8.453,37.1,110,45º,2,C,13715-44022,,,,,,,21094-E,
3YEC  -  2.0 Lts.  -  1984-85,Van,4,G,807-A,STD.,7.974,40,108.24,45º,2,C,1371171010,,,,,,,,
,,4,G,1807-EP,STD.,7.978,36,108.48,45º,2,C,1371571010,,,,,,,,
1C  - 1.8 Lts. 1982 / 2C  -  2.0 Lts. - 1990~,Corolla,4,D,809-A,STD.,7.987,38.6,105.65,45º,2,E,1371164010,1371164011,1371164020,,,,,1118 A,
,,4,D,1809-E,STD.,7.974,32.5,105.25,45º,2,E,1371564010,1371564011,1371564030,1371564040,,,,1118 E,
1CD- FTV  2.0 Lts,RAV-4 Corolla D4D,4,D,4116-A,STD.,5.99,28,102.47,45º,2,E,1371127010,,,,,,,,
,Toyota Avensis / Estima / Sportsvan / ,,4117-EN,4117-EN,STD.,5.97,24,102,45º,2,E,1371527010,,,,,,,21325 E,
"L, 20L -  2200D / 2400D  - 2.2 Lts. - 2.4 Lts. - 1978~         ",Hilux / Cressida,4,D,1448-AP,STD.,8.474,42.5,122.9,45º,4,E,13711-44020,,,,,,,1096 A,
,,4,D,1448-EP,STD.,8.464,35.1,122.9,45º,4,E,13715-44021,,,,,,,21096 E,
3SFE / 5SFE  - 2.0 Lts. - 2.2 Lts. -  1991,3SFE - 5SFE,4,G,3730-AC,STD.,5.971,32,97.7,45º,2,E,1371103020,1371174080,,,,,,,
,,,G,3731-EC,STD.,5.971,27.05,98.45,45º,2,E,1371503020,1371574080,,,,,,,
1KZT / 1KZ-TE L4 16V ,SW4 TD / Hilux / Cressida / 4Runner / Hiace / Land Cruiser,4,D,4038-AN,STD,7.975,42.5,104.3,45º,2,E,1371154030,,,,,,,,
 2.2lt - 2.4lt - 3.0lt ,,,,4415-EN,STD,7.968,37,104.1,45º,2,E,13715-67040,,,,,,,,
"22R, 22RE, 22REC, 22RTEC 2.3 Lts. 
1981-95",Celica /  Corona /  Hi-Lux / 4-Runner,4,G,3231-AN,STD.,7.98,45,113.4,45º,6,C,1371135010,1371135030,,,,,V-9973,,
,,,G,23231-EBN,STD.,7.975,37,112.4,45º,8,C,1371535020,,,,,,S-9974,,
"2.5 lts. 1KD/2KD-DFTV - 16V. 
2005 en adelante",Hilux / Land Cruiser / Dyna 150,4,D,4018-AN,STD.,5.978,30.5,105.55,45º,2,E,1371130040,,,,,,,1323 A,
,,,,4019-EN,STD.,5.968,26.5,105.8,45º,2,E,1371530040,,,,,,,21323 E,
L4 2.5lt. 2J ,"Toyota Autoelevador - Forklift
",4,D,4446-AN,STD,8.935,40.5,120.7,45º,2,E,13711-48010,,,,,,,,
,,,,4447-EN,STD,8.93,33.5,120.3,45º,2,E,13715-48010,,,,,,,,
 2TRFE L4 2.7lt. 16v.," Tacoma / 4 Runner.
",4,G,4430-AN,STD,5.47,37.5,106.3,45º,2,E,1371175110,,,,,,V-7055,,
,,,,4431-EN,STD,5.47,31.5,106.73,45º,2,E,1371575110,1371575140,,,,,S-7056,,
3 RZFE - 16v. / 2.8 Lts. / 1995~,4 Runner / Hilux,4,D,3942-AN,STD.,5.98,37.5,103.5,45º,2,E,1371175060,1371175050,,,,,,,
,,,,3943-EN,STD.,5.97,30.5,103.5,45º,2,E,1371575050,1371576020,,,,,,,
"2L / 3L / 1HZ  - 2.4 Lts. 3,0 Lts - 1988~","Hilux, Dyna",4,D,3778-AN,STD.,7.975,42.4,103.5,45º,2,E,1371154020,1371154010,,,,,,21122 A,
,,,,3779-EBN,STD.,7.96,36.1,103.5,45º,2,E,1371554040,,,,,,,21122 E,
 1MZFE V6 3.0lt. 24v. / ,Hightlander/ Solara/ Camry/ Sienna/ Estima /Alphard I /,6,G,4270-AN,STD,5.484,34,95.6,45º,2,A,1371120020,19S31220000,,,,,,,
3MZFE V6 3.3lt. 24v. ,"Sienna/Avalon/ Vista/Scepter/ Windom/Harrier 
   
",,,4271-EN,STD,5.48,27.3,95.3,45º,2,C,1371520020,19S31280000,,,,,,,
"B - 2B  - 3.0 Lts. - 3.2 Lts.             
1980",Dyna / Landcruiser,4,G,23209-AP,STD.,8.97,45,127.9,45º,2,A,13711-56030,,,,,,,,
,,,G,23209-EP,STD.,8.96,37.5,127.8,45º,2,A,13715-56031,,,,,,,,
"5L - 3.0 Lts. - Año 1998                    
1KZ 3.0 TD",Hilux  LN 150 / SW4,4,D,4038-AN,STD.,7.975,42.5,104.3,45º,2,E,1371154030,,,,,,,,
,,,,4039-EPN,STD.,7.96,36,104,45º,2,E,1371554050,,,,,,,,
"7M GE -  24V   FI  - 3.0 Lts.  
- 1986~        ","Supra / Cressida 
(normal, no Turbo / non-Turbo)",6,G,3492-AN,STD.,5.965,32,98.2,45º,2,C,13711-42020,,,,,,,,
,,6,,3493-EN,STD.,5.966,27.45,98.3,45º,2,E,13715-42010,,,,,,,,
"3.0 lts. 1KDFTV - 16V. 
2005 en adelante",Hilux / Land Cruiser / Dyna 150,4,D,4016-AN,STD.,5.978,32.2,105.45,45º,2,E,1371130030,,,,,,,21325 A,
,,,,4017-EN,STD.,5.968,27.8,105.32,45º,2,E,1371530030,,,,,,,21322 E,
"3VZE  -  3.0 Lts.  - V6 
1986-96",Pickup / 4 Runner / T100,6,D,3490-AN,STD.,7.97,42,104.6,45º,2,C,1371165010,,,,,,,,
,,6,D,3491-EN,STD.,7.97,34.75,104.2,45º,2,C,1371565010,,,,,,S-9620,,
14B - 3.4 Lts. ,Dyna - Land Cruiser,4,D,3892-AN,STD.,8.975,46,126.35,45º,2,A,1371158020,,,,,,,1121 A,
,,,,3893-EPN,STD.,8.945,38.5,126.45,45º,2,A,1371558040,,,,,,,,
5VZFE V6 3.4 Lts 24v ,Tacoma / Tundra / 4Runner / T100 / Land Cruiser Prado / Surf,6,G,4272-AN,STD,5.975,34,95,45º,2,C,1371162030, ,,,,,,,
,,,,4273-EN,STD,5.981,27,95,45º,2,C,1371562030,1371562050,,,,,,,
3B--3.5,Landcruiser 1985->,,D,3388-ACB,STD.,9.474,44.22,122.56,30º,4,A,70910039,,,,,,,22100 E,
,,,,3389-ECB,STD.,9.458,38.2,123.12,45º,4,A,70910041,,,,,,,22100-E,
"V6 3.5lt. 24v. 2GRFE 
V4 4.0lt. 24v. 1GRFE 
V8 5.7lt. 32v. 3URFE ", 4Runner / Avalon / Camry / FJCruiser / Hightlander / Sequoia / Sienna / Tacoma / Tundra / Venza,4 / 6 / 8,G,4434-AN,STD,5.475,38,105.8,45º,2,C,137110P010, , ,,,,,,
,,,,4435-EN,STD,5.475,32,110.35,45º,2,C,137110P010, , ,,,,,,
"F / FA - 3.9 Lts. 
 1969-74",Landcruiser,6,G,441-A,STD.,7.98,46,124.8,45º,6,C,13711-60020,,,,,,,,Suitable for CNG             --------            Apto GAS
,,,G,1441-E,STD.,7.97,37.5,125,45º,6,C,13715-60031,,,,,,,,
"V6, 3956cc., (4.0L), DOHC, GAS, FI, 24Valve, 1GRFE.","4 Runner / FJ Cruiser / 
Tundra / Tacoma",6,G,4596-AN,STD,5.479,36.5,106.95,45º,2,E,,,,,,,,,
,,,,4597-EXN,STD,5.474,29.5,105.8,45º,2,C,,,,,,,,,
"2F / 3F -  4.2 Lts.  
1974 - 1988~",Landcruiser,6,G,1440-EN,STD.,7.981,37.5,125.2,45º,4,C,1371560032,1371561010,,,,,,,
,,6,G,440-AN,STD.,7.97,46.17,124.54,45º,4,C,1371160021,1371161010,,,,,,,
,,,,23230-EPN,STD.,7.97,37.5,128.2,45º,6,C,13715-61040,,,,,,,,
3UZFE V8 4.3lt /, 4Runner / Sequoia / Tundra / Land Cruiser,8,G,4422-AN,STD,5.47,34.5,95,45º,2,C,137110F010,13711050060,,,,,,,
 4.7lt 32v.,,,,4423-EXN,STD,5.46,29,95,45º,2,C,137150F020,13715050060,,,,,,,
"FZJ80 - 1FZ / 4,5 Lts. / 24v. / 1992~",Land Cuiser,6,G,3944-AN,STD.,6.975,38,98.5,45º,2,E,1371166020,,,,,,,,
,,,,3945-EN,STD.,6.964,32,98.15,45º,2,E,1371566020,,,,,,,,
4P,Autoelev toyota /Komatsu traba doble,4,,4138-A,STD.,7.97,37.96,103.45,45º,25,A,1371123020,,,,,,,,
,,,,4139-E,STD.,7.95,29.66,103.53,45º,25,A,1371523020,,,,,,,,
4P,Autoelev toyota /Komatsu traba simple,4,,4140-A,STD.,7.98,38,103.45,45º,6,A,1371123021,,,,,,,,
,,,,4141-E,STD.,7.97,29.72,103.45,45º,6,A,1371523021,,,,,,,,
1Z/ 11Z,1Z Fork Lift Serie 7,4,D,4228-AN,STD,8.97,42,121.9,45º,2,E,1371178300,,,,,,,,
,,,,4229-EN,STD,8.965,35,121.9,45º,2,E,1371578300,,,,,,,,
